$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,$x51,$x52,$x53,$x54,$x55,$x56,$x57,$x58,$x59,$x60,$x61,$x62,$x63,$x64,$x65,$x66,$x67,$x68,$x69,$x70,>>f1,>>f2,>>f3
2, 3, 0, 1, -1, 0, 1, 1, 3, -1, -1, -1, 3, 1, 2, -1, 3, 0, 0, 2, 0, 2, 3, -1, 0, 1, 3, 2, -1, -1, 1, 1, 0, 1, -1, 3, 0, 0, 2, 3, 2, 3, 1, 2, 2, 1, 0, -1, 0, 3, 1, 3, 2, 0, -1, 1, 0, 1, 2, 3, -1, 2, 1, 2, 1, 1, 0, 0, -1, 2, 4386, 1049, 642
3, 2, 3, 3, 1, -1, 2, 0, 3, 3, 2, 0, 2, 2, -1, 3, 1, -1, 1, 2, 2, -1, 0, 3, 1, 0, 1, 2, 1, 3, 1, 1, 2, 0, -1, 1, 0, 2, 0, 3, 1, 3, 1, -1, 3, 2, 1, -1, 0, 0, 2, 3, 1, 0, -1, 2, 1, -1, 0, 0, 2, -1, 1, -1, 2, 0, -1, 3, 0, 3, 3964, 1049, 642
1, 3, 1, 1, 2, 2, 1, 1, 3, 3, 0, 1, 3, 2, -1, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 3, 2, 1, 1, 3, 0, 2, 3, -1, -1, -1, 0, -1, -1, 1, -1, 2, -1, 3, 1, 3, 2, -1, 3, 3, 3, 0, -1, 0, 2, 0, -1, 2, -1, 3, 2, 1, -1, -1, 1, 0, 0, -1, 1, 0, 4121, 1049, 642
1, 2, 1, 2, -1, 0, 3, 1, 1, 1, 0, 3, 1, 3, 3, 0, 0, -1, 0, 0, 1, 1, 0, 1, 3, -1, 3, 3, 2, 0, 2, 2, 1, 3, 2, 0, 1, 2, 2, 3, 3, 0, 3, 0, 0, 1, -1, 2, -1, 2, 1, 2, -1, 3, -1, 1, 2, 2, 3, 3, 2, 2, 0, 0, -1, -1, 3, -1, 1, 1, 4239, 1049, 642
1, 2, 3, -1, 3, 2, 1, -1, -1, 3, -1, -1, 3, 1, 1, 1, 2, 0, -1, -1, 3, 2, 3, 0, 1, 2, 3, 3, -1, 3, 2, 0, -1, 0, 2, 1, 1, 0, 3, -1, 0, 0, 2, 1, 2, 0, 1, 1, 2, 2, 0, -1, -1, 3, 2, 0, -1, 3, 1, 1, 1, 0, -1, 0, -1, 3, 3, 2, 2, 1, 3842, 1049, 642
2, 3, 1, 0, 2, 0, -1, 0, 2, 1, 2, 0, 3, -1, -1, 1, 0, 2, 2, -1, -1, 0, 0, -1, 3, 0, 1, 1, 1, -1, 1, 0, 3, -1, 1, 1, 2, -1, 2, -1, 0, 2, 1, -1, 1, 3, 2, -1, -1, 0, 1, 2, 0, 3, 2, 2, 3, 0, 1, 1, 2, -1, 2, 0, 2, 3, 3, -1, 1, 0, 3970, 1049, 642
2, 2, 3, 0, -1, -1, 1, 0, 3, 0, 2, 1, 3, 1, 3, -1, 2, 0, -1, 1, 3, -1, 0, 2, 2, 1, -1, 1, -1, -1, 1, 2, 1, 1, -1, 0, 2, 3, -1, 2, 0, -1, 0, 2, 1, -1, 0, 1, 0, -1, 3, -1, 0, 1, 2, 0, 0, -1, -1, 3, 1, 1, -1, -1, 1, 0, 3, -1, 3, -1, 3661, 1049, 642
2, 3, 0, -1, 3, -1, -1, 1, 2, 2, 1, -1, 0, 1, -1, -1, 3, 3, 3, 1, 2, -1, 2, 3, 2, 2, 2, 2, 1, 0, 1, 2, 1, 1, 0, 2, -1, 1, 3, 1, -1, 1, 3, 3, 3, 3, 2, -1, 0, 3, 2, 2, 1, 1, 0, 0, 3, 0, -1, 0, 0, -1, -1, 2, 0, 0, 1, 1, 3, -1, 3980, 1049, 642
3, 2, 3, -1, -1, 1, 2, 2, 0, -1, 3, -1, 1, 2, 0, -1, 2, 1, 2, 1, 1, 2, 0, -1, -1, 0, 2, 0, 1, 1, 0, 1, -1, -1, 3, 3, 2, 0, 3, 3, 0, 3, 0, 1, 2, -1, 0, 0, -1, 1, 2, 1, 0, 3, 3, 1, 3, 0, 1, 1, 0, -1, 3, 3, 1, -1, 0, -1, 3, 1, 4034, 1049, 642
1, 3, 0, 3, 3, 1, -1, -1, 3, 1, 1, 3, -1, -1, -1, 3, 2, 0, 1, 2, 3, 0, 3, 0, 3, -1, 0, 2, 0, 3, 1, 1, 3, -1, 0, 2, 0, 2, 0, 3, -1, 1, -1, 2, 0, -1, -1, 2, 1, 1, 2, 1, 3, 1, 2, 2, 0, 0, 3, 0, 1, 1, 0, -1, 1, 0, 1, 2, 2, 0, 4276, 1049, 642
0, 1, -1, 1, 3, 3, 0, 3, 1, 2, 0, 2, -1, 0, -1, -1, 3, 0, 2, 3, -1, 3, 2, -1, -1, 3, -1, 0, -1, 0, -1, 1, 2, 1, 2, 2, -1, -1, 2, -1, 2, 1, 3, 1, 1, 3, 3, -1, -1, 1, 3, 0, 1, 1, 0, 1, 1, 0, 0, 2, 2, 1, 2, 2, 2, 0, 1, 3, 2, 0, 4063, 1049, 642
1, 1, 0, -1, -1, -1, -1, 0, 2, 1, -1, -1, 2, 0, -1, -1, 0, 0, 2, 0, 3, -1, -1, 2, 2, -1, 2, 2, 2, -1, 3, 2, -1, 1, -1, 0, 1, 1, 3, 0, 2, -1, -1, 0, 1, 2, 3, -1, 1, 0, -1, -1, 2, 1, 2, -1, -1, 2, 0, 1, 3, 0, 3, 2, 0, 0, -1, 1, 0, 1, 3870, 1049, 642
2, 0, 2, -1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 3, 3, 0, 2, 0, -1, 1, 3, 0, 0, 2, 2, 0, -1, 2, -1, 2, 1, 1, 0, 1, 3, -1, 2, 3, 2, -1, 0, -1, 1, 2, -1, 3, 0, 3, 2, 1, 3, 1, 1, 2, -1, -1, 0, 1, 1, -1, 0, -1, 0, 0, 2, -1, -1, 2, 0, 1, 3837, 1049, 642
2, 1, 0, 0, 2, 3, 0, 2, 3, 0, 1, 2, 0, 1, 0, 1, -1, 1, 1, -1, 3, 3, 3, -1, 1, 1, 1, 2, 1, -1, 1, 1, 0, 3, -1, 2, 2, 3, 2, 2, 3, -1, -1, 0, 2, 3, -1, 1, 2, -1, 1, 3, 0, 0, 2, 0, 0, 3, 1, 0, -1, 0, 0, 2, 2, -1, -1, 3, -1, 2, 4232, 1049, 642
0, 1, -1, 2, 3, -1, 1, 0, 0, 1, 0, 3, 2, 3, 0, 3, 1, 0, 0, 2, 1, -1, 1, 0, 1, -1, 3, 3, 0, 1, 0, 3, 2, 2, 1, 2, 3, 1, -1, -1, 0, -1, 2, -1, 2, 0, 0, 1, 3, 3, 0, 1, 2, -1, -1, 2, -1, 2, 3, -1, 1, 1, 0, 2, 2, 0, -1, -1, 0, -1, 4220, 1049, 642
2, 2, 0, -1, 1, 0, 1, 3, 3, 2, 1, -1, -1, 1, 2, 3, 0, 3, 2, 0, 2, 1, 1, 1, 3, 0, 1, 2, 2, 3, 1, 1, 0, -1, 2, 0, 0, 0, -1, 3, 2, 3, 2, 0, 1, 3, -1, -1, 2, 1, 0, -1, 0, 1, -1, 2, 3, 0, 3, 1, 2, 2, -1, -1, -1, -1, -1, -1, 2, 0, 3841, 1049, 642
1, 2, 0, 0, -1, 0, 0, 2, 1, 2, 1, -1, 0, 1, -1, 3, 3, 0, 3, 0, 2, 0, 3, 1, 0, 2, 1, 1, 2, 3, 1, 2, 3, 0, 2, -1, 3, 2, 0, 1, 2, 2, 2, -1, 0, -1, 3, 1, 1, 1, 2, -1, 0, -1, 2, 2, 3, 3, -1, 1, 1, 2, 3, -1, -1, 1, 0, 1, 0, 3, 4308, 1049, 642
1, 2, 2, 1, 2, 2, 1, 1, 2, 0, -1, -1, 3, -1, 3, 2, 1, 1, 0, -1, 3, 3, 0, 1, 3, 0, -1, 3, 1, 2, 2, 0, 3, 0, 0, 0, 1, 1, 3, 3, 0, 0, 3, 2, 0, 3, 1, 2, -1, -1, 2, -1, 3, 1, 2, 0, -1, 1, 1, -1, 0, 3, 1, 0, 2, -1, 3, -1, 0, 2, 4277, 1049, 642
-1, 0, 1, -1, 2, 3, -1, 1, 0, 2, 1, 0, -1, 2, 1, 3, 3, 3, 0, 1, 1, 1, 2, 2, 3, -1, 3, 2, -1, -1, 3, 2, -1, 1, -1, 0, 3, -1, 1, 1, 0, 3, 2, 3, -1, 2, -1, 1, 1, 3, 1, -1, -1, 2, 1, 3, 3, 3, -1, -1, 0, 1, 2, 2, 2, 1, 2, 0, 2, 3, 3558, 1049, 642
1, 1, 3, 1, -1, 0, 0, -1, 2, -1, 0, 3, 2, -1, 2, 0, 3, 2, 1, -1, 1, 1, 2, 1, 1, 2, -1, -1, 0, 3, 3, 0, 0, 3, 3, 3, 0, -1, 1, 1, -1, 2, -1, -1, 1, 3, 2, -1, 2, 3, 0, 3, 3, 2, 3, 0, 0, -1, 2, 1, 2, 2, 1, 0, 0, 1, 2, 0, 0, 1, 4191, 1049, 642
1, 0, 2, 0, -1, 1, -1, 0, 3, 3, -1, 1, -1, 0, 2, 0, -1, 2, -1, 2, 1, 3, 3, 3, 1, 0, 0, 1, -1, -1, -1, 0, 2, 3, 0, 3, 1, 1, -1, 3, -1, 0, 2, 0, 1, 0, 2, 2, 1, 2, 2, -1, 2, 2, -1, 2, 2, 3, 0, 0, 2, 3, 1, 3, 1, 2, 1, 0, 1, 1, 4334, 1049, 642
3, 0, 1, 1, 3, -1, 2, 0, 1, 0, 0, -1, 0, 2, 2, 1, 2, 3, 2, 1, 3, 3, 2, 1, 2, 2, -1, 3, 3, 3, 3, 1, 2, -1, 0, -1, 1, 1, 1, 1, -1, 1, 3, 3, 0, 3, 0, 1, -1, 0, 1, 2, 3, 0, 0, 2, 3, -1, 0, 0, 0, -1, 1, 2, 0, 0, 2, 3, 2, 2, 4504, 1049, 642
2, 0, 1, 2, 1, 3, 1, 0, 0, -1, -1, 3, 0, 0, 2, 1, -1, 1, 2, 1, 3, 0, 3, 0, 0, 3, 2, 2, 2, 3, 1, 1, 0, 1, 0, -1, -1, -1, 3, 2, -1, 2, -1, 2, 0, 3, 1, 1, 1, 0, 0, 2, 2, 3, 3, -1, 2, 0, 3, 3, 1, 3, 3, -1, 3, 0, 1, 2, 0, -1, 4286, 1049, 642
0, 2, 0, 3, 0, 0, 1, -1, -1, 2, 0, -1, 2, 1, 2, 1, 3, 1, 3, 0, 1, 3, 2, 1, 2, -1, 2, 1, 0, 0, -1, -1, 0, 2, -1, 1, 0, 2, 2, -1, 0, 0, 0, 1, 3, 1, -1, -1, 2, 2, 1, 2, -1, 1, -1, 2, 1, 0, -1, -1, -1, 0, 3, 3, -1, 3, -1, 2, -1, 3, 3731, 1049, 642
3, 2, 0, 3, 2, 2, 3, 2, 3, 1, 0, 1, -1, 3, -1, 0, 0, 2, 2, -1, -1, 1, 1, 2, 2, 0, 3, 0, -1, 0, 0, 1, 3, 0, 0, 1, -1, 0, 1, 2, 0, -1, 1, 2, 2, 1, 1, 3, 1, -1, 1, -1, -1, 2, 3, -1, 0, 1, 2, 1, 3, -1, 3, 3, 0, -1, 2, 3, 3, 3, 3947, 1049, 642
1, 1, 0, -1, -1, -1, 1, 2, 3, 0, 3, 2, 2, 2, 1, -1, 0, 1, 3, 0, 0, 2, 2, -1, -1, 3, 3, 2, 0, 0, -1, 2, 3, -1, 1, 2, 3, 3, 3, 2, 1, 0, -1, 1, 0, 2, -1, 3, 3, 2, -1, -1, 2, 2, 3, 0, 1, 2, 1, 0, 0, 0, -1, 3, 1, 0, 0, 1, 3, 1, 4276, 1049, 642
3, -1, 1, 1, 1, -1, 2, -1, 0, 2, 3, 3, 3, 3, -1, 1, 0, -1, 3, 3, 3, 0, 3, 1, 2, 1, -1, 1, 0, 2, 2, 3, -1, -1, 3, 2, -1, 2, 2, 0, 0, 1, 2, -1, 0, 2, 1, 0, 1, 2, 2, 1, 0, 3, 2, 2, 0, 0, 3, 0, -1, 0, 1, 1, -1, 2, -1, 0, 2, -1, 4092, 1049, 642
1, -1, 2, 2, 2, -1, -1, 2, 0, 1, -1, 3, 2, 2, 0, 0, 0, 2, 3, 0, 1, 3, 1, -1, 0, 2, 2, 3, -1, 3, 3, 1, 0, 1, 3, 0, 2, 0, 0, -1, 3, 0, 0, 1, 3, -1, 0, 1, 3, 2, 0, -1, 1, -1, 1, -1, 1, 1, 3, 3, 1, 2, 2, 1, -1, -1, 3, -1, 1, -1, 3889, 1049, 642
2, 0, 2, 2, -1, 1, 1, -1, 3, 2, 3, 0, 2, 3, 0, -1, 3, 0, 3, 0, 1, 3, 2, -1, 1, -1, 2, 0, 1, 3, 3, 1, 1, 2, -1, 2, 1, -1, 0, 3, 0, -1, -1, 1, 0, 2, 1, 2, -1, 3, 2, 1, 0, 0, 1, -1, 2, 3, -1, 1, -1, 2, -1, -1, 2, 3, 1, 1, -1, 3, 3701, 1049, 642
-1, -1, 3, 3, -1, 2, 1, 2, 3, 0, 3, 3, 1, 2, -1, 0, 2, 0, 2, 1, 0, 0, -1, 3, 2, 1, 3, -1, -1, 2, 2, 3, 0, 2, 1, 2, 1, 3, 3, -1, 1, 3, -1, 0, 1, 0, 3, 3, 1, 2, 0, 1, 0, -1, 0, -1, -1, -1, -1, 0, 3, 2, 1, 1, 2, 1, 3, 2, -1, 2, 3656, 1049, 642
-1, 0, -1, 2, 2, 2, 3, 1, -1, 1, 1, 2, -1, 1, 3, -1, 1, 2, 3, 0, -1, -1, 3, 1, 1, 1, 2, 2, 0, 3, 1, 1, 3, -1, 1, -1, 0, 2, 3, 0, 0, 0, -1, 1, 3, 0, 0, 3, 1, 2, 1, 0, -1, 0, 0, -1, 2, 3, -1, -1, 1, 3, 3, 2, 3, 0, 2, 3, 1, 2, 3902, 1049, 642
2, 2, 0, 1, 1, 0, -1, 0, -1, 2, 0, 2, 1, 3, -1, 1, 2, -1, 2, -1, 3, 3, -1, 2, 3, 0, 2, 1, 0, 3, 3, -1, 0, -1, 1, -1, 3, 3, 2, 0, 3, 1, -1, 2, 1, 0, 1, -1, 0, 0, 2, 1, 3, 3, 2, 3, 0, -1, 1, 2, -1, 1, 2, -1, 1, 0, 2, 0, -1, 0, 3900, 1049, 642
1, -1, 0, 1, 1, 3, 3, 1, 3, 0, 2, 0, 2, 1, 3, 0, 2, 0, 1, -1, 3, 2, 2, 0, 2, 3, 3, 0, 3, 1, 1, 0, -1, 3, -1, 3, 2, 2, 0, 2, 2, -1, -1, 1, 2, 1, 2, 0, 3, -1, 0, 2, -1, 0, 0, -1, -1, 1, 0, 1, 3, 1, 0, 1, -1, 2, 2, -1, 1, -1, 4272, 1049, 642
1, 2, 3, 1, 0, 2, 0, 2, -1, -1, 0, 0, -1, 2, 1, 3, 3, 2, -1, 0, 2, 2, -1, 0, 3, 2, 1, 1, 1, 1, 0, 1, 0, -1, 1, 0, 3, 2, 1, 3, -1, 2, 1, 3, 0, 0, 0, 2, 1, 1, 3, 3, 0, -1, -1, 0, -1, 2, 3, 1, 2, 3, 1, 0, 1, -1, -1, 2, -1, 2, 4127, 1049, 642
-1, 0, -1, -1, 2, 1, 3, 2, 1, 0, 3, -1, 3, 0, 0, -1, 1, 1, 1, 0, 1, 2, 3, 3, 0, 0, 2, -1, 0, 3, -1, -1, 2, -1, 3, 2, 2, -1, 0, 2, 3, 2, -1, 0, 0, 1, 0, 3, 1, 2, 0, -1, 1, 2, 0, -1, 2, 2, 3, 3, -1, 2, 0, 1, 3, 2, 3, 1, 1, 3, 4046, 1049, 642
-1, -1, 3, -1, 0, 1, 0, 3, 1, 2, 0, 1, -1, 0, 2, 1, 0, 3, 3, 1, -1, 2, -1, 2, -1, 2, -1, 2, 0, 2, 1, 2, -1, 0, 3, 1, 3, 0, 0, 0, 2, 1, 2, 0, 3, 2, -1, 0, -1, 3, -1, 3, 3, 1, -1, -1, 1, 0, 1, 2, -1, 1, 1, 1, -1, -1, 0, 3, 2, 0, 3891, 1049, 642
1, 0, 2, -1, 3, 3, 1, 0, 1, 1, 1, -1, -1, 1, 1, 0, 3, 0, 2, 2, 2, 3, 3, 1, 0, 2, 2, 2, 0, 3, 2, 3, 2, 3, 3, 2, 0, 3, 1, -1, 1, 1, 3, 3, 1, 0, 2, 2, 2, 3, 3, -1, 1, 1, 0, -1, 1, 0, -1, 0, 0, 2, 3, -1, -1, 0, 0, -1, 2, -1, 4349, 1049, 642
2, 1, 1, 3, 2, 0, 1, -1, 2, -1, 1, -1, 0, 3, 2, 2, -1, 0, 0, 2, 0, 3, 0, 3, 3, 0, 1, 3, 0, 0, 1, -1, 3, 3, 0, 1, 2, 2, 2, 1, 1, 1, 0, 3, 2, 3, 2, 1, -1, 2, 0, 3, -1, 0, 2, 1, 1, -1, 0, 1, 2, 3, 1, 0, -1, 1, 3, -1, 2, 3, 4150, 1049, 642
1, 0, 2, 0, 0, 0, 3, 2, 0, 0, 2, -1, -1, -1, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, -1, -1, 1, -1, 1, 0, 2, -1, -1, 0, 3, 3, 0, 0, 3, 1, 3, 2, 2, 3, 3, 1, 1, 3, 2, -1, 0, 2, 2, -1, 0, 3, -1, 3, 3, 2, 0, 1, 3, 1, 0, 1, 0, 2, 3, 2, 4290, 1049, 642
2, 1, 2, 0, 3, 3, 1, 2, 1, 2, 3, -1, 1, 2, -1, 0, 3, 0, -1, -1, 1, 1, 3, 1, 2, -1, 1, 0, 1, -1, 3, -1, 0, -1, 0, -1, 2, -1, 0, -1, 0, 2, 2, 2, 3, 1, 3, 3, 3, 3, 2, 0, 0, 2, -1, 0, 1, 0, -1, 0, 0, 3, 2, 3, 0, 0, 2, -1, 1, 2, 4032, 1049, 642
0, 2, -1, 1, 0, 1, 2, 1, 0, 1, 3, 1, 3, 1, 3, 2, 3, 3, -1, 1, 0, 1, -1, 0, 3, 2, 0, 1, 3, 0, -1, 1, 2, 3, 0, 2, -1, 2, 1, -1, 0, 1, -1, 0, -1, 2, 1, 2, 3, 1, 2, -1, 1, -1, 0, 3, 3, 1, -1, 2, 3, 2, -1, 0, 0, 3, 3, 0, 1, 2, 3945, 1049, 642
3, 3, 1, 2, 1, 3, -1, 1, 3, -1, 1, 2, 2, -1, 0, 1, 2, 3, 1, 2, -1, -1, 1, 2, 2, 1, 2, -1, -1, 0, 2, -1, 2, -1, -1, 1, 0, 0, 0, 0, 2, -1, 0, 3, -1, 2, -1, 0, 0, 3, 1, 0, -1, -1, 0, 3, 1, 0, 2, 2, 2, 0, 3, 1, 3, 0, 3, -1, 0, 1, 3899, 1049, 642
3, 3, 0, -1, 0, 2, 0, 3, -1, 2, 1, 2, 3, 2, 1, -1, -1, 1, 2, 1, -1, 3, 0, -1, 0, 3, -1, 3, -1, 2, 1, -1, 3, 0, 0, 1, 0, 3, 2, -1, 0, 1, 2, 0, 2, -1, 0, 3, 0, -1, 1, 0, 2, 0, -1, 3, 3, 1, 2, 1, 0, -1, 1, -1, 3, 1, 2, 3, 0, 3, 3684, 1049, 642
-1, 1, 2, 1, 1, 0, 1, 1, 0, 2, -1, 3, 1, 3, 2, 3, 3, -1, 0, 3, 2, 2, 1, 0, -1, 2, 3, 2, 0, 0, 1, -1, -1, -1, 3, 2, 0, -1, 2, 1, 0, 0, 1, 3, 1, 1, 2, 3, 1, -1, 2, 0, 2, 2, 2, 3, 0, 3, 1, 2, 2, 1, 3, 0, 3, 0, 3, -1, 2, -1, 4076, 1049, 642
-1, 0, 1, 0, -1, 2, 3, 2, 0, 1, 1, 2, 1, 1, 0, -1, 3, -1, 2, -1, 1, 0, 2, 3, 2, -1, 3, 2, 0, 0, -1, 0, 3, 3, 1, -1, 1, 0, 3, 1, 1, 2, 2, 0, 1, -1, 1, 3, 0, 1, 2, 3, -1, 0, -1, -1, -1, 2, 0, 3, 3, 1, 2, 0, -1, 2, 3, -1, 0, 2, 4018, 1049, 642
0, 1, -1, 1, 0, 1, 2, -1, 1, 1, 2, 3, -1, 0, 3, 2, 3, -1, 1, 0, 2, 0, 2, 2, 0, 1, -1, 3, 1, 0, 1, 1, -1, 1, 1, 1, 0, -1, -1, 0, 2, 2, 2, 3, -1, -1, -1, 3, -1, 0, -1, 1, 2, -1, 1, 2, 2, 1, 2, -1, -1, -1, 2, 0, 0, 3, -1, 3, 1, 2, 3863, 1049, 642
-1, 1, 3, 3, 2, 2, 3, 0, 3, 0, 1, 0, 0, 2, 0, 3, -1, 3, 1, 2, 2, 0, -1, 0, 1, 0, 2, 2, 0, 0, 1, -1, -1, 0, 2, 0, 3, 2, 2, 2, 1, -1, 3, -1, -1, 0, 3, 1, 2, 1, 1, 3, -1, -1, 3, -1, 3, 2, 0, 0, -1, 2, 3, 1, -1, 3, 1, -1, 3, 0, 4027, 1049, 642
-1, 1, 1, 2, 2, 0, 2, 1, 3, 3, -1, 0, 0, -1, 2, 0, -1, 0, -1, 1, 1, 2, 0, 1, -1, 2, 1, 1, 1, 3, -1, 3, 0, 1, 1, -1, 3, 3, 2, 0, 3, 1, 2, 1, 0, 0, 1, 3, 2, 0, 1, 3, 0, 3, -1, 2, 2, -1, -1, 2, -1, -1, 0, 1, 0, 2, 3, 3, 3, 0, 3934, 1049, 642
2, 1, -1, 2, 0, 2, 1, 2, 3, 2, 2, 1, 3, 0, 1, -1, 1, 0, 2, 2, 2, 0, -1, 0, -1, 0, 1, 3, 2, 1, 3, 0, -1, -1, 1, 3, -1, 2, 2, -1, 1, 3, 2, -1, 2, 0, 3, -1, 0, 0, 1, 3, 1, 3, 3, 0, 0, -1, 2, 1, -1, 0, 3, 0, 0, 1, -1, 1, 1, 0, 4144, 1049, 642
2, 2, 3, 2, -1, 1, 3, -1, 2, 0, 0, -1, 3, 1, 0, 1, 2, 3, 3, -1, -1, 3, 0, 0, -1, -1, 3, 0, 0, 3, 1, 1, 2, 0, -1, 2, 0, 3, 2, -1, 3, 0, 2, 3, -1, -1, 3, 1, 2, 3, -1, -1, -1, 2, 0, 0, 1, 2, 1, -1, 2, 0, 1, -1, 0, 0, 3, 2, 2, 1, 3856, 1049, 642
1, 1, 0, 1, 1, 1, 2, 1, 3, 0, -1, 0, 0, 1, -1, -1, 1, 3, 3, 0, 3, 2, -1, -1, 1, 0, -1, 3, -1, 1, 1, -1, 2, 0, 2, 1, -1, 2, -1, 3, 0, -1, -1, -1, 2, 0, 3, 2, -1, 2, 2, 3, 3, -1, 1, 0, 1, 0, 2, 3, 2, 0, 2, 0, 2, 2, -1, 2, 1, 0, 4067, 1049, 642
2, 0, -1, 2, 2, 0, 0, 3, -1, 2, 1, 2, 1, 3, 3, 3, -1, 2, 1, -1, 0, 1, 3, 0, 0, 2, -1, 3, 0, 0, 2, 1, 1, 0, 2, -1, 1, 2, 3, 0, 0, 3, 2, 3, 2, 3, 1, -1, 2, 2, 1, 1, 1, 1, -1, 1, 0, 2, 0, 0, 3, 3, 0, 3, 1, 2, 3, 1, 1, -1, 4406, 1049, 642
1, 2, 0, 1, 2, 2, 0, -1, 3, 1, 0, 0, 2, -1, -1, -1, 3, -1, 0, -1, 0, 0, 3, 0, -1, 0, 0, 1, -1, -1, 2, 0, 1, 2, -1, 2, 1, -1, 1, 3, 1, 2, -1, 2, 3, 2, 1, 3, 1, 1, 3, 3, 1, 0, -1, 1, 0, 1, 3, 2, -1, 2, 1, 3, -1, 2, 2, 0, 3, 0, 3904, 1049, 642
2, -1, 2, 3, -1, 1, 2, 1, 0, 3, 3, 1, 0, 0, 1, 1, 1, -1, 3, -1, 1, 2, -1, 1, 3, 1, 0, 2, 2, 1, 2, 2, -1, 3, 0, 0, -1, 0, 3, -1, -1, 0, 1, 1, 0, 3, 0, 3, 2, 1, 2, 3, -1, 3, 0, 1, 3, 1, 2, 0, 2, 2, 2, 3, 1, -1, 3, 2, 2, 0, 4094, 1049, 642
2, 3, 2, -1, 2, 0, -1, 0, 0, 1, -1, -1, 3, -1, 1, -1, 3, -1, 1, -1, -1, 3, 1, 1, 3, 1, -1, -1, -1, 2, 2, -1, 0, 2, 1, 0, -1, 0, 2, 0, 0, 0, 3, -1, 3, 3, 2, 1, 2, 1, 1, 3, 0, 1, 0, 2, 2, 1, 3, -1, 3, 1, -1, -1, 1, -1, 2, 2, 2, -1, 3447, 1049, 642
0, 1, 3, 0, 3, 2, -1, -1, -1, 2, 0, 3, 3, 0, 1, 0, -1, 1, 0, 2, -1, 0, 0, 2, 2, 3, 0, -1, 2, -1, 2, 3, -1, 2, 3, 0, 1, -1, 3, 0, 1, 2, -1, 2, -1, 2, 1, 1, 3, 0, 3, 0, 0, -1, -1, 1, 1, 2, -1, -1, 1, -1, 1, 2, 3, -1, 3, 3, 0, -1, 3667, 1049, 642
1, 0, 2, 0, 3, -1, -1, 0, -1, 2, 2, 3, 1, 3, 1, 3, 1, 2, 3, 1, -1, 1, 2, -1, 2, 2, 0, 0, 1, 1, -1, 1, 2, 3, 3, 0, -1, 3, 3, 1, 0, -1, 3, 3, 0, 0, 0, -1, -1, 1, 1, 0, 2, 0, 2, 1, 3, 2, -1, 2, 3, -1, 1, 0, 2, -1, 2, 2, 0, 3, 4073, 1049, 642
1, 3, 3, 3, 0, 0, 0, -1, -1, 2, -1, 2, -1, 1, -1, 1, 2, 3, 3, 1, 3, 3, 2, 3, 2, -1, 3, -1, 1, -1, 0, 2, 2, -1, -1, 0, 0, 1, 1, 3, 1, 3, 0, 2, 0, 3, -1, 2, -1, 1, 0, 1, 1, -1, 0, 3, 0, 0, -1, 0, 1, 0, 1, -1, 2, 3, -1, 3, 1, 3, 3724, 1049, 642
-1, -1, -1, 2, 1, 2, 0, 2, -1, 0, 2, 2, 0, 0, 0, -1, -1, -1, 0, -1, 2, 1, 1, 3, 2, 0, 1, -1, 3, 3, 2, 1, 1, 1, 1, 2, 1, 0, 2, -1, 1, 1, 1, 0, -1, 1, -1, -1, 3, 1, 3, -1, 0, 0, 2, 1, 2, 2, 0, 3, 3, 3, 2, 3, 0, -1, 2, -1, 0, -1, 3893, 1049, 642
3, 1, 2, 0, 0, 3, 2, 2, 0, -1, 2, -1, 2, 1, 0, 2, 0, 1, 3, 3, 0, 1, 2, 3, 1, 3, 0, 0, -1, -1, 3, -1, 2, -1, 1, 1, 3, 0, 2, 1, 3, 3, 2, 3, 0, 1, 0, 0, -1, 0, -1, -1, 3, 2, 1, 0, 0, 2, 1, 2, -1, 1, 2, 1, 1, 2, 3, 2, -1, 3, 4345, 1049, 642
1, 0, 1, 2, 3, 3, 0, -1, 0, 2, 0, 1, 3, 3, 2, 1, -1, 3, 0, -1, 1, 2, 0, 1, 0, 1, -1, 2, 3, 3, -1, 3, 1, 2, 0, -1, 1, 2, 0, 1, 3, 1, 0, 2, 2, 2, 2, 2, 0, 0, -1, 2, 1, 0, 2, 3, 3, -1, -1, 0, 2, -1, 1, 3, 2, 1, 0, 1, -1, -1, 4185, 1049, 642
3, 2, 0, 1, 1, 3, 3, 0, -1, -1, 2, -1, 2, 2, 0, 2, 0, 1, 0, 1, 2, 2, 0, 3, -1, 2, 0, 0, 2, 1, 3, 0, 0, 3, 2, 3, 3, 3, 0, 1, 0, 2, 3, -1, -1, 1, 1, 3, -1, 1, 0, 1, 1, -1, 2, 1, 0, 0, 3, 2, 1, 2, -1, 1, -1, 2, 2, -1, 3, -1, 4155, 1049, 642
