$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1
2, 4, 1, 2, 0, 2, 4, 1, 4, 3, 1, 2, 1, 1, 4, 4, 1, 4, 3, 1, -1, 3, 1, 4, 4, 0, 1, 2, 4, 0, 4, 0, -1, 3, 3, 0, 2, 3, 3, 0, -1, 2, 0, 2, 0, 0, 0, 3, -1, 0, 4232
1, 0, 3, 3, 2, 3, 1, 4, 3, 1, 3, 1, 0, 1, 3, 2, 2, -1, 3, 0, 0, 1, 4, 2, 3, 4, 2, 4, 1, 2, 3, 0, 0, 4, 3, 0, 2, 2, -1, -1, 1, -1, 3, 2, 0, -1, 4, 0, 4, 0, 4117
1, 2, -1, 0, 2, -1, 2, 2, -1, 0, 1, 2, -1, 0, 0, 4, 2, 4, -1, 1, 3, 2, 0, 4, 1, 3, 3, 4, 4, 2, -1, -1, 1, 1, 0, 3, 3, 1, 3, 2, 3, 3, -1, -1, 3, 0, 0, 0, -1, 2, 3746
1, 0, 0, 0, 1, 0, 2, 0, 3, 1, 3, 0, -1, 0, 3, 2, 4, 0, 3, 2, 2, 3, 0, -1, 2, 4, -1, 0, 3, -1, 1, 0, 2, 1, 3, 1, 3, -1, 3, 0, 1, -1, 4, -1, 3, 1, 2, -1, -1, 1, 3987
-1, 0, 1, 0, 2, 2, 3, 4, 2, -1, 2, 3, 0, 0, 2, 0, 1, 3, 2, 1, 1, 0, 2, 1, 1, 3, 1, -1, 2, 0, 2, 2, -1, 0, 3, 0, -1, 1, -1, 1, 1, 2, 4, 1, -1, 1, 0, 2, -1, 4, 4230
4, -1, 0, 2, 2, 3, 4, 0, 1, 0, 3, -1, 1, 0, 3, 3, 2, 2, -1, 2, 0, 0, 3, 4, 2, 1, 1, 2, 3, 2, 1, 2, -1, 1, 3, 3, -1, 0, 2, 1, 0, -1, 4, 1, 3, 1, 3, 3, -1, 1, 4102
3, 4, 2, 3, 0, -1, 0, 4, 0, 1, 4, 2, 3, 2, 3, -1, 3, 1, -1, 1, 1, 0, 4, 2, -1, 1, 2, 1, 0, 0, -1, 2, 0, 1, 0, 2, 4, 3, -1, 3, 3, -1, 0, 2, 3, 3, -1, 1, 0, 1, 4095
0, 0, 2, -1, 2, 4, 2, -1, 3, 4, -1, 1, 2, 0, 0, 3, -1, 3, 0, 3, 0, 2, -1, 2, -1, -1, 3, 2, 0, 1, 1, 3, 3, 4, 3, 3, -1, 2, -1, 1, -1, 2, 1, 4, 2, 0, 1, 3, 4, -1, 3517
3, 2, 1, -1, 0, 2, 3, 0, 0, 2, 3, 2, 0, 3, 0, 1, 3, 2, 3, 0, 3, -1, 0, 0, 3, 1, 2, 1, 2, 0, 0, -1, 0, 0, 1, 4, 1, 2, 2, 4, -1, 2, 1, 3, 1, 1, 1, 1, -1, 2, 4717
3, 3, 4, 0, 2, 2, 1, 3, 1, 1, 3, 2, 3, -1, 2, 2, 3, 4, 1, 2, 3, 0, 2, 4, 1, 4, 0, 4, 3, 0, 4, 0, 2, 1, 0, 0, 4, 1, 0, 3, 4, -1, 3, 1, 0, 0, 2, 4, 3, 4, 4212
0, 3, 4, 0, 1, -1, -1, 2, 3, 0, 3, 0, 2, 1, 2, 0, 0, 3, 4, 2, 0, 1, -1, 1, 1, -1, 3, 0, 2, 3, 0, 0, 1, 1, 2, 0, 4, 4, 2, 4, 2, 4, 2, 1, -1, 1, 2, 3, 2, 2, 4270
0, 4, 4, 2, 3, 1, 0, 2, 4, 2, 1, 3, 1, 4, 0, 3, 4, 2, 0, 4, -1, 1, 4, -1, 1, 4, -1, 4, 2, 2, 0, 1, 2, 2, 1, 2, 3, 0, 4, 4, 1, 3, 3, 3, 1, 0, 3, -1, 1, 0, 3941
1, 0, 2, -1, 3, 1, 4, 1, 1, 2, -1, -1, -1, 2, 1, 4, 3, 4, 3, 1, 4, 3, 1, 2, 2, 1, 4, 0, 1, 3, 2, 0, 4, 1, 2, 3, 4, 2, 3, 0, 0, -1, 0, 4, 0, 3, -1, 4, 4, 2, 4043
0, 4, 2, 3, 0, 1, -1, 3, -1, 1, 1, 2, 2, 2, 3, 1, 0, 0, 4, 1, 3, -1, 0, 0, 2, 0, 1, 0, 0, 2, 2, 4, 0, 1, 3, -1, 0, 3, 2, 2, 2, 4, -1, 2, 1, 3, 2, -1, 1, -1, 4334
1, -1, -1, 1, 4, 0, 1, 0, 4, 1, -1, 3, 0, 4, -1, 0, 2, 1, 4, 4, 1, 3, 3, 3, 3, 4, 3, 1, 4, 2, 2, 2, 2, 4, 3, 0, 1, 4, -1, 0, 1, 0, 3, 2, -1, 0, 4, 1, 3, 2, 3747
3, -1, 1, 2, -1, 1, 4, -1, 1, 2, 3, 0, 2, 3, 2, -1, 1, 0, 3, -1, 3, 3, 1, 2, 1, 1, 0, 0, -1, 1, 1, -1, 3, 3, 4, -1, 3, 1, -1, 1, 0, 3, 4, 0, 0, 0, 1, 2, 4, -1, 3959
4, -1, 4, 2, 1, 3, 0, 4, 3, 2, 0, -1, 0, -1, 1, 1, 1, 3, 0, 0, 2, -1, 2, 0, 0, 2, 1, -1, -1, 4, 4, 4, 3, 3, 2, 4, 1, 4, 2, 0, 0, 1, 2, 3, 3, -1, 4, -1, 3, 3, 3628
2, -1, -1, 4, 0, 1, 1, 2, 0, 3, 3, -1, 3, 4, 0, 2, 1, 3, 2, 2, 0, 2, 2, -1, 4, 3, 1, -1, -1, 1, 1, 2, -1, 2, -1, 0, 2, 3, 2, 2, 3, 4, 0, 3, 3, 1, -1, 3, 1, 3, 3775
3, 3, 2, 0, 1, -1, 2, 4, 0, 3, 2, 2, 2, 2, 0, -1, 2, 3, 3, 0, 1, 3, 0, 1, 2, 2, 4, 2, -1, 2, -1, 0, 2, 0, 0, 3, 4, 0, 4, 0, 1, -1, 1, 0, 4, 1, 1, 3, 0, 1, 4433
1, 1, -1, 3, 0, 2, 1, 0, 0, 1, 2, -1, 2, 1, 3, 0, -1, 0, 0, 2, 3, -1, -1, 2, 4, 3, -1, 0, 2, -1, -1, 1, 2, 0, 3, 3, 1, -1, 2, 1, -1, -1, 3, 1, 1, 0, 0, 2, 2, 1, 3832
3, 0, 3, 2, 4, 2, 2, 3, 2, 2, 4, 4, 1, -1, 3, 3, 0, 2, 2, 0, 0, 2, 0, -1, 3, 1, -1, -1, 4, 4, 2, 0, 0, 1, 0, 4, 0, 0, 3, 0, 3, 4, 3, 3, 1, -1, 4, 1, 1, 1, 4148
3, 1, 3, 4, 4, 2, 3, 3, -1, 1, 0, 0, 0, 4, 1, 4, -1, 1, 2, 4, 0, 1, -1, 3, 1, 2, 2, 1, 1, -1, -1, -1, 3, 2, 2, 2, 0, 0, -1, -1, 0, 4, -1, -1, 2, 1, 0, 1, 3, 1, 3782
4, 0, 2, 0, 0, 3, 2, 1, 0, 3, 1, 1, 0, -1, 0, 2, 3, 0, 3, 3, 1, -1, 1, 4, 3, 2, 2, 3, 3, -1, 4, 4, 0, 4, 3, 1, 0, 0, -1, 2, 4, -1, 2, 0, 4, 2, 1, 4, 3, 3, 4041
2, 3, 3, -1, 0, -1, 0, 2, 3, 0, 4, 1, 4, 3, 1, 1, 1, 3, 1, -1, 4, 3, -1, 2, 2, 0, 3, 3, 3, 4, 2, 2, 2, 2, 2, 4, 0, 1, 3, 0, 3, 0, 4, -1, 4, 0, 1, 1, 1, 4, 3901
4, 4, 2, 2, 4, -1, -1, 3, 3, 1, 3, 2, 4, 1, 0, 4, 4, 1, 2, 0, -1, -1, 0, 3, 1, 4, 4, 1, 0, 2, 1, 1, 2, 2, 4, 1, 2, 4, 3, 3, 0, 3, 1, 0, 1, 0, 4, 2, 1, 0, 4240
1, -1, 1, 0, 4, 2, 0, 3, 0, 0, 3, 3, 2, 4, 3, 4, 1, -1, 3, 2, 1, -1, 2, 0, 0, 0, 4, 4, 3, 2, 0, 1, 1, 4, 1, 3, 2, 4, 4, 0, 2, 2, 2, 4, 3, -1, -1, 2, 3, 1, 3933
3, -1, 2, 4, 2, 1, 2, 3, 0, 1, 1, 3, 0, 3, 3, 3, 3, 1, 3, 0, 3, 0, 1, 2, 0, 2, 0, 0, 4, 0, 1, 1, 0, 2, 2, -1, -1, 1, 0, 1, 2, 1, 1, -1, 2, 4, 3, 0, 1, 2, 4746
3, 1, 0, 0, 0, 3, -1, 1, 3, 0, 1, 2, 0, 2, 3, 4, 2, 2, 2, 3, 1, 1, 3, -1, 0, 0, 1, 2, 0, 1, 1, 2, 4, -1, 0, 3, 3, 0, 0, 3, 2, 1, 1, -1, 2, 2, 0, 4, 1, 2, 4713
0, 4, -1, 0, 3, -1, 2, 1, 0, 1, 2, -1, 2, 0, 0, 3, 1, 1, 1, 1, 3, 1, 2, 1, 3, -1, 0, 0, 4, -1, 1, 2, 0, 2, 2, 3, -1, 0, -1, 0, -1, 2, 2, 2, 4, 3, 1, 3, 3, 2, 4096
3, -1, 2, 0, -1, 3, 0, 2, 4, 4, 4, 0, -1, 1, 1, -1, 0, 0, 4, 3, 3, 3, 0, -1, 0, 2, 4, 2, 2, 2, -1, 0, 3, 2, 1, 2, 0, 3, 3, 2, 0, -1, -1, 1, 0, 3, 1, 2, 0, 3, 3986
0, 3, 2, 3, 3, 2, 1, 0, 1, 0, 1, 3, 0, 4, -1, 1, 1, 0, 4, 2, 3, 0, 4, 0, 0, 3, 4, 1, 1, 3, 1, 2, 3, -1, -1, 2, 3, 3, 4, 4, 1, 0, 2, 1, -1, 0, 4, 1, 2, 3, 4375
2, 0, 3, -1, 4, -1, 4, 1, 0, 0, 2, 3, 2, 0, 1, 3, 1, 0, 2, 0, 2, -1, 4, 3, 2, 2, 1, 4, -1, 0, 3, 1, 0, 2, 1, 3, 3, 1, 2, 3, -1, 0, 1, 3, 1, 2, 1, 3, 1, -1, 4313
4, 1, 4, -1, 4, 3, 4, 1, 1, 1, 1, -1, 3, 4, 0, 3, 1, 0, 1, 0, 4, -1, 1, 0, 0, 2, 2, -1, -1, 4, 2, 2, 2, 3, 1, 2, 1, -1, 2, 2, 3, 2, 4, 0, -1, 4, 4, -1, 3, 0, 3823
2, 4, 2, 2, 1, 0, 3, 2, 0, 0, 4, 4, 1, 2, 1, 3, 3, -1, 1, 1, 0, 0, 0, 3, 0, 0, 4, -1, 4, 2, 1, 3, 0, 4, 3, 1, 2, -1, 3, 1, 2, -1, 3, 3, -1, 4, 3, 2, 4, -1, 4007
1, 4, -1, 0, 0, 4, 3, 1, -1, -1, 4, 1, 2, 3, -1, 0, 0, 0, 4, 1, 4, -1, 4, 4, -1, 3, 4, 1, 2, 0, 2, 3, 0, 1, 1, 3, 0, 4, 0, 1, 2, 1, -1, 0, 3, 0, 3, 2, 1, 1, 3973
1, 1, 2, 1, -1, 4, 1, 1, 1, 2, 4, 2, 3, 1, 3, 4, 0, 3, 4, 2, 3, 2, 0, 0, 0, 2, 1, 0, -1, 1, 2, -1, 0, 4, 2, 4, 2, 2, 1, 0, 3, -1, 0, 1, 1, 0, 0, -1, 2, 0, 4547
3, 3, 4, 4, 4, 3, 0, 2, 4, 4, 3, 3, 4, 3, 2, 3, 4, -1, 1, 0, -1, 1, 2, 0, 0, 3, 0, -1, 4, -1, 2, 2, 1, 3, 1, 1, 4, 0, 0, 2, -1, 0, 2, 2, 4, 4, 0, 3, 3, 4, 3757
1, -1, 2, 3, 1, 2, 1, 4, -1, 1, 3, 1, 2, -1, 4, 0, 3, 0, 4, 4, -1, 3, -1, 4, 2, 0, 1, 3, 2, 2, 3, 1, 0, 2, 2, 0, 1, 3, 2, 1, 0, 0, 2, 4, 3, 0, -1, 2, 1, 2, 3970
1, 2, -1, 0, 3, 1, 1, 1, -1, 1, 1, 1, 4, 2, 0, 3, 3, 0, 3, 4, 2, 3, 2, 0, 3, 1, 2, 2, 0, 3, 1, -1, -1, 3, 1, 4, 2, 3, -1, 2, 0, 0, 4, 4, 2, 2, 1, -1, -1, 1, 3955
2, 1, 0, 4, 3, 2, 1, 0, 0, 4, 3, 3, 1, 3, 1, 3, 4, 4, 1, 0, 4, 0, 3, 3, 2, -1, 1, 0, 2, 3, 1, 0, -1, -1, 1, 1, 2, 1, 4, 4, 4, 2, 0, 0, 2, 4, 2, 2, 0, 3, 4456
1, 2, 1, 2, 0, 0, 3, 4, 3, 1, -1, 4, 3, 0, 2, 0, 4, 0, 1, 4, 1, 1, 1, 0, 0, 1, 2, 2, 3, 0, 1, 3, 4, 3, -1, 1, 3, 1, 2, 2, 0, 3, 4, 4, -1, -1, 3, 3, 3, 1, 4289
4, 3, 3, 0, 1, 3, 0, 3, -1, 1, 2, 3, 1, 2, 3, -1, 3, 4, -1, 1, 1, 2, 4, 2, 3, 3, 4, 1, 0, 1, 4, 2, 2, 0, 2, 0, -1, 3, 2, 3, 4, 3, 1, 2, 4, 1, 2, 0, 0, 0, 4056
-1, 3, 2, 3, 2, 1, 1, 1, 0, 3, 2, 4, -1, 3, 4, 0, -1, 0, 0, 4, 1, 1, -1, 2, 0, 3, -1, 1, 3, 1, 1, -1, 0, 3, 2, 1, 0, 4, 2, 0, 2, 3, 2, 3, 1, 1, 0, 3, 2, 2, 4127
3, 2, 3, -1, 3, 4, 0, 0, 2, -1, 1, 2, 1, 3, 1, 2, 0, 2, 1, 3, 4, 0, 3, 0, 0, 1, 4, 4, 1, 1, 3, 4, 4, 0, 2, 4, 3, 1, 3, 4, 4, 1, -1, -1, 2, 3, 3, 4, -1, -1, 3817
1, 1, 1, 4, 4, 2, 2, 0, 3, 2, 0, 3, -1, 4, -1, 4, -1, 1, 1, 4, 1, 3, 3, 1, 0, 0, 3, 4, 1, 2, 2, 2, 1, -1, 3, -1, 2, 3, 0, 2, -1, 2, -1, 1, 4, 0, -1, -1, 3, 3, 3691
-1, 0, -1, 4, 3, 1, 4, 1, 2, 3, 0, 2, 4, -1, 1, -1, 2, -1, 2, 4, 0, 0, 1, 1, 2, 2, 0, 2, 0, 4, 3, 1, 0, 1, 3, 3, 0, 1, 2, 1, -1, 2, 3, 0, 1, 2, 1, 1, 0, 4, 4383
3, 0, -1, 4, 1, 1, -1, 3, -1, 0, 4, 2, 1, 1, 0, 2, 1, 0, -1, 4, 0, 1, 2, 3, 0, 4, 1, 2, 1, 3, 4, 2, 1, 4, -1, -1, 2, 0, 2, 2, 2, 3, 3, 3, 2, 1, 1, -1, 3, 2, 4083
2, 0, 1, 1, 4, 4, 1, 4, 0, 3, 3, 2, 1, -1, 3, 0, 1, 0, 2, 3, 2, 3, 2, 1, 1, 3, 3, 0, 0, 2, 2, 4, 0, 1, 2, -1, -1, 0, 0, 1, 1, 3, 1, 3, 2, 0, 2, 2, 2, -1, 4496
2, 0, 1, 2, -1, 4, 3, 1, 1, 1, 2, 1, 1, 0, -1, 1, 0, 2, 1, 0, 3, 1, 4, 2, -1, 3, -1, 0, 0, 1, 2, 2, 4, 0, 2, 3, 1, 3, 3, 1, -1, -1, 3, 0, -1, -1, 3, -1, 0, 0, 4160
2, 4, 2, 2, 1, 3, 1, 3, -1, 2, 1, -1, 2, 1, 0, 0, 1, 1, 0, 3, -1, 0, 1, 0, 2, 3, -1, 2, 1, 2, -1, 2, 3, 4, 3, 3, 1, 1, -1, 0, 3, 3, 0, 1, -1, 0, 2, 3, 1, 4, 4138
0, 4, 1, 2, 0, 1, 1, 0, 0, -1, 0, -1, 1, 3, 4, -1, 0, 2, 4, 2, 0, 2, 2, 0, -1, -1, 0, 1, 3, 2, 2, 3, 2, 1, -1, 0, 2, 4, 1, 1, 2, -1, -1, 1, 1, 3, 2, 3, -1, 3, 4076
0, 4, 3, 0, 1, 0, -1, 0, 1, 2, 2, -1, 3, 1, 2, -1, 0, 0, 0, 3, 3, 1, 1, 3, 2, 0, 4, 2, 2, 1, 3, -1, 1, 1, 2, 3, 3, 0, 1, 0, -1, 1, 2, 1, 3, 0, 4, 4, 2, -1, 4470
3, 2, 3, 0, 2, 0, 0, 2, 1, 3, 1, 2, -1, -1, 0, 4, 2, 2, 2, 3, 2, 4, 3, -1, -1, 4, 2, 4, 1, 1, -1, 0, -1, 1, 1, 3, 3, 0, 3, 4, 3, 2, 4, 0, -1, 4, 3, 0, 0, 4, 3834
2, 2, 3, 0, 0, 4, 2, 0, 2, 4, 0, 4, 4, 3, -1, 1, 1, 2, 4, 0, 2, 3, 0, 4, 1, 3, 1, 1, 1, 3, -1, 1, 3, 2, 0, 3, 0, 1, 2, 1, 1, 3, 1, 2, 2, 2, -1, 0, 3, -1, 4437
3, 3, 0, 3, 4, 4, 2, 3, 2, 0, 2, 3, 3, -1, 3, 1, 4, 4, 2, 0, 2, 4, 4, 1, -1, 3, 0, 2, 1, 4, 0, -1, 1, 0, 0, 0, 0, 1, 2, 0, 4, 1, 2, 4, 2, 4, 1, 2, 4, 3, 4090
3, 3, 4, 1, 4, 3, 4, 4, 1, 3, -1, 2, 0, -1, 2, 0, 2, 1, 2, -1, 1, 3, 3, 2, -1, -1, 4, 2, 3, 3, 2, 1, 2, 1, 3, 1, 4, 1, 3, 0, 2, 4, 1, 1, 0, -1, 4, 1, 3, 2, 3660
0, 2, 0, 2, -1, 2, 0, 1, 3, 0, 1, 2, 1, 2, 0, 1, 3, -1, 2, 4, 3, 0, 0, 0, 4, 3, 0, 3, 0, 0, -1, 2, 3, -1, 2, -1, 3, 2, 0, -1, 3, 2, 3, 2, 2, -1, -1, 3, 3, 1, 4189
-1, 4, 3, 1, -1, -1, 0, 0, -1, 1, 4, 1, 1, 2, 2, 1, 0, -1, 3, 0, 3, 2, 0, 2, 3, 2, 0, 2, 1, 4, 0, 0, 3, 1, 4, -1, 2, 0, 1, 0, 0, 1, -1, 0, 1, 1, 1, 4, -1, 2, 4205
0, 1, 2, 0, 1, 1, 0, -1, 3, 0, 2, 3, 3, 3, 0, 2, 3, 0, 1, 0, 1, -1, 3, 0, -1, 4, -1, 0, 3, -1, 4, 3, 1, 2, 0, 2, 4, 1, 1, -1, 4, 3, 0, -1, 2, 3, 2, 3, 4, 3, 4014
2, 2, 0, 0, 1, 3, 3, 3, 4, 4, 4, -1, 2, 4, 1, 0, 4, 3, 0, 3, 3, 4, 1, 3, 2, 2, 4, 2, -1, 2, 0, 0, 3, 1, -1, 0, -1, 4, 1, 2, 2, 1, -1, 1, -1, 1, 4, 2, 0, -1, 3704
2, 3, 1, 1, 0, 0, 1, 4, 3, -1, -1, -1, 3, 1, -1, 3, 0, 2, 0, 1, 0, 1, 0, 2, 4, 2, 1, 2, 0, -1, -1, 3, 4, 3, 0, -1, 3, 3, -1, 3, 4, 0, 1, 1, 3, 2, 1, 0, 2, 0, 4137
2, 1, 0, 0, 1, 4, -1, 0, 1, 3, 0, 2, 1, 2, 3, -1, 1, -1, 4, -1, 4, 1, -1, 3, 4, 0, 0, 2, 0, 3, -1, 2, 3, 0, 2, 4, 1, 3, -1, 0, -1, 1, 3, 3, 0, 2, 0, 3, 0, 3, 3987
-1, 2, 2, 0, 2, -1, 1, 1, 1, 3, 3, 2, 3, 2, 0, 2, 4, 0, 0, -1, 3, 1, 0, 3, 1, 1, 3, 3, 2, 2, -1, 0, 0, 2, 1, 1, 2, 1, -1, 3, 0, 3, 0, 2, -1, 1, 4, 0, -1, 0, 4257
0, 0, -1, -1, 3, 0, 0, 0, 0, 2, 2, 2, 1, -1, 3, -1, 1, -1, 2, 2, 0, 0, 4, 4, 3, 2, 4, -1, 0, -1, 2, 3, 2, -1, 4, 1, 1, 0, 1, 1, 3, 4, 4, 1, 3, 3, 3, 2, 3, 0, 4038
1, 3, 3, 2, 1, 1, 3, -1, -1, 3, 1, 2, 2, 3, 0, 3, 3, 2, 0, 2, 0, -1, 1, 0, 1, -1, 4, 4, 2, 3, -1, 0, 2, 0, 1, 1, 4, 2, 1, 0, 0, 3, 2, 0, 1, 3, 0, 1, 4, 4, 4179
-1, 4, 3, 2, -1, 2, 4, 4, 0, 2, 3, 0, 2, 2, 0, 1, 0, 4, 2, -1, -1, -1, 0, 1, 3, -1, 3, 0, 0, 1, 3, 3, 3, 1, 0, -1, 1, 2, 0, 0, 1, 1, 0, -1, 1, 2, 1, 4, 4, 1, 4144
-1, 3, -1, 2, 4, 0, 2, -1, 2, -1, 0, 0, 4, 0, 3, -1, 2, 2, 1, 2, 4, 1, 1, 3, 2, 0, 0, 3, 1, 2, -1, 4, 3, 2, 3, 0, 4, 0, 1, 0, 4, 2, 3, 0, 1, -1, -1, 1, 1, 3, 4109
2, 2, 0, 3, 1, 4, 3, 2, 4, 3, 2, 2, 0, 0, -1, 1, -1, 0, 2, 1, 1, 4, 1, 3, 0, 1, 2, -1, 2, 3, -1, 4, 2, 1, 1, 4, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, -1, 1, 2, 1, 4529
1, 3, 2, 2, -1, 3, 1, 2, -1, 2, 2, 1, 4, 1, 1, 3, -1, 1, 2, 0, 2, 3, 4, 1, 1, 2, 0, 0, -1, -1, 0, 3, 1, -1, 4, -1, 3, 2, 3, 4, 3, 4, 3, 0, 2, 1, 2, 2, 1, 4, 3914
2, 4, 2, 3, 1, 0, -1, 4, 0, -1, 3, 3, 0, 2, 4, 1, 1, 4, 0, 1, -1, 2, 0, 3, 3, 3, 3, 4, 3, 2, 2, 1, 1, 2, -1, 2, -1, 4, 1, 0, 0, 1, 4, 4, 1, 0, 1, -1, 1, 2, 4088
2, 0, 2, 2, -1, 2, -1, 1, 2, 1, 3, 4, 4, 1, 1, 0, 1, 0, 3, 2, 2, 3, 3, 0, 3, 1, 1, 3, 4, 1, 1, -1, 0, 1, 3, -1, -1, 2, 0, 3, 0, 1, 3, 3, -1, 4, 0, 3, 4, 2, 4194
2, 3, 1, 1, 2, 3, 4, 3, 1, 3, 0, 3, 4, 1, 3, 2, -1, 2, 0, 0, 3, 2, 2, 0, 2, 0, 0, 4, 0, 1, 4, 3, 3, 4, 1, -1, 2, 1, 3, 1, 0, 0, -1, 2, -1, 3, 0, 1, 2, 1, 4445
2, 0, 2, 4, 2, 4, 3, 3, 2, 4, 1, 1, 0, 1, 3, 3, 2, 3, 2, 3, 2, -1, 1, 0, 3, 3, 3, 0, 0, 2, 2, 3, 4, 3, -1, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 4, 1, 2, -1, 4581
4, 2, 3, 0, 3, 1, 3, 3, -1, 2, 4, 2, 3, -1, 0, 3, 1, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 2, 1, 4, -1, 3, 0, 1, 3, -1, 0, 2, -1, 3, 2, 1, 2, 3, 0, 0, 2, 1, 2, -1, 4330
3, 0, 4, 1, 0, 1, 3, 4, 2, 4, 3, 0, 0, 4, 3, -1, 2, 4, -1, 3, 1, 2, 2, 3, 0, 1, 0, 2, 0, 2, 4, 3, -1, 4, 3, 0, 1, 1, 3, 1, 1, 0, 0, 2, 3, -1, -1, 4, 0, 1, 4290
3, 1, 2, 2, -1, 3, -1, 1, 0, -1, 1, 0, 0, 3, 2, 2, 3, 4, 2, -1, 1, 4, 2, 3, 3, -1, -1, 1, 0, 0, 0, 4, 1, 4, 1, 0, 1, 1, 0, 3, 1, 3, 3, 0, 1, 3, 3, 2, 4, 4, 4158
0, 2, -1, 1, 4, 2, 2, 4, 2, 1, 2, 3, 3, 1, -1, 2, 2, 2, -1, 0, 3, 3, 3, 3, 2, 3, 2, 3, 4, 1, 0, 3, 1, 4, -1, 0, 4, 0, 2, 1, -1, 0, 3, 1, 4, 0, 2, 0, 0, 1, 4185
-1, 1, 1, 2, 1, 3, -1, 3, 0, -1, 0, 2, 2, 1, 1, -1, -1, 3, 3, -1, 0, 2, 3, 2, 2, 1, 0, -1, 4, -1, 1, 2, 0, 0, 2, 1, 0, 4, 1, 3, 0, 0, 4, 1, 0, 2, 1, 3, 2, 2, 4172
2, 4, 2, 3, 0, 3, 0, 0, 1, 0, 1, -1, 0, 1, 4, 0, 2, 2, 2, 1, 4, 3, -1, 2, 2, 0, 4, 1, 1, 2, 1, 1, 4, 4, 2, 1, 3, 4, 2, 3, 1, 4, 1, -1, -1, 0, -1, 2, -1, 0, 4133
3, 0, 0, 1, 2, 0, 2, 0, 3, -1, 2, 2, 2, 3, 2, 1, 0, 4, 0, 2, 1, 0, 1, 2, 2, 1, 0, 3, -1, 4, -1, 4, 1, 2, 1, 4, 1, 1, 0, -1, 0, 4, -1, 1, 0, 1, 2, -1, 4, 2, 4393
-1, 1, 0, 1, 0, -1, 0, 0, 0, -1, 2, 3, 2, 3, 4, 4, 2, 2, -1, 1, 0, 3, 4, 4, 2, 3, 4, 3, 1, 1, 3, 1, 2, 3, 3, 4, 2, -1, 2, 3, 3, 0, 2, 4, 0, 1, 1, 3, 1, 1, 4040
1, -1, 4, 3, 4, 0, 3, 3, 3, 2, 4, 1, 3, 1, 1, 3, 1, 0, 0, 0, 4, 2, 0, 2, 1, 0, -1, 2, 2, 4, 0, 0, 2, 4, 0, 0, 2, 3, -1, -1, 3, -1, 0, 4, 3, 1, 2, 3, 0, 2, 4356
3, 2, -1, 2, 0, 4, 4, 2, 3, 0, 1, 0, 2, 1, 4, 0, 1, 1, 1, 3, 3, 0, 0, -1, 1, 0, -1, 4, 3, 4, 4, 4, 2, 2, -1, 4, 3, -1, 1, 0, 0, 0, 1, 3, 2, 2, 1, 1, 3, 0, 4237
1, 3, 3, 0, 0, 4, 1, 1, -1, 0, 2, 0, 0, 1, -1, 1, 3, 4, 0, 3, 2, 2, 4, 3, 2, 2, 1, 4, -1, 2, 1, 1, -1, 0, 0, 0, -1, 1, 0, 3, 2, 0, 1, 2, 3, 4, -1, 1, 3, 3, 4159
3, 0, 2, 2, 4, 3, 0, 1, 1, 1, 1, 3, -1, -1, 1, 1, 4, 2, 3, 2, 2, 0, 2, -1, 4, 2, 1, 2, -1, 0, 1, 0, 3, 2, 1, -1, 3, 1, 0, 4, 3, 3, 4, 4, 1, 3, 2, 2, 2, 1, 4170
3, 0, 0, 4, 1, 2, 2, 4, 1, 0, 1, 0, 3, 3, 1, 2, 3, 2, 3, 3, 0, 1, 1, 2, 0, 1, -1, 3, -1, -1, 1, 0, 3, 2, 3, 1, -1, 1, 1, 3, 0, 2, 2, 0, 1, 2, 4, 3, 2, 0, 4518
0, 3, 3, -1, 2, -1, 4, -1, -1, -1, 0, 4, -1, 0, 2, 3, -1, 0, 3, 4, 0, -1, 3, 0, 1, 2, 0, 2, 2, 1, -1, 4, 3, 0, 1, 1, -1, 3, 1, 2, 3, -1, 1, 2, 3, 3, 0, 0, 1, 3, 3682
0, 2, 0, 0, -1, 1, 2, 1, 3, 2, 0, -1, 4, 0, 1, 2, -1, 4, 1, 1, -1, 3, 0, 2, -1, -1, 2, 1, -1, 0, 2, 1, 1, 0, 0, 0, 3, 0, 2, 2, 3, 3, 2, 4, -1, -1, 2, 1, 1, 1, 4208
1, 4, 1, 2, 2, 0, 0, 2, 3, 4, 0, 2, 3, 1, 0, 1, 1, 3, 0, 1, -1, 3, 1, 4, 1, 4, 1, 2, -1, -1, 2, -1, 1, 3, 3, 2, 1, 2, 1, 2, 0, 3, -1, -1, 0, 2, 0, 3, 0, 4, 4252
3, 2, 3, 0, -1, 1, 4, 0, 3, 2, -1, 2, 0, 2, 3, 0, 2, 4, 3, 4, 2, 4, 2, 2, 1, 0, -1, 4, 0, 4, 1, -1, 4, 1, 4, 3, 0, 1, 1, -1, 0, 1, 0, 0, 2, 3, 0, 1, 3, 3, 4178
