$<obj,$no_mixed_refs,$rc_lookahead_40,$no_cabac,$no_8x8dct,$no_asm,$rc_lookahead,$ref_1,$no_fast_pskip,$no_weightb,$rc_lookahead_20,$ref_5,$no_mbtree,$ref_9,$no_deblock,$ref,$rc_lookahead_60
324.238589961,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1
330.537435222,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1
325.785654929,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1
283.590729375,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1
285.145392468,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1
313.172974446,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1
314.343932249,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1
284.01707097,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1
313.352376994,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1
285.212722678,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1
172.643554847,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0
314.635407134,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1
280.159123224,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
281.377569305,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1
280.501885449,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1
281.889389802,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
309.14871458,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1
309.491476805,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1
310.380457379,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
310.660535077,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1
249.887348348,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
174.652412174,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0
250.051554646,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1
278.578713315,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1
278.758115862,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1
247.553671196,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1
275.616291356,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1
247.653293436,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1
275.731109844,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1
239.93085273,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1
239.931699349,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1
236.763281407,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
175.169931264,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0
236.798319588,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1
267.892797738,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1
264.508679866,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1
267.998118571,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1
264.427846647,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
250.311790412,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1
250.436106557,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1
278.908178822,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1
279.019198249,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1
240.174839336,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1
175.057858927,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0
268.431211671,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1
240.173786424,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1
268.291492987,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1
247.782461553,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1
247.92767254,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1
237.149732849,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1
237.099292128,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
276.067326856,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1
264.836245842,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1
276.037780978,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1
175.520291614,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0
264.740216374,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1
291.278131901,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
251.45636107,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
295.650852586,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0
291.582903503,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
257.979351007,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
220.036216474,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
258.246131987,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0
218.655257335,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
219.009416747,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
256.413084436,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
256.68746354,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
328.723589274,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0
294.604210928,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0
324.026895384,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0
249.887348348,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0
247.584063695,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0
278.628101124,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0
275.692272602,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0
298.783179437,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0
329.030260408,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0
250.342182911,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0
278.879685855,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0
294.912781593,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0
247.818552645,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0
324.236690429,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
276.088221699,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
297.183774217,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
252.563787725,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0
292.589655007,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
256.324859383,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
252.745089803,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0
297.309989892,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0
151.887584365,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0
292.750062244,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0
300.306603412,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0
330.342836426,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0
300.590480171,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
330.662804278,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0
295.911934972,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0
296.135026736,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0
325.325121773,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
325.73816665,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
219.641113997,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
257.98589622,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
218.751080512,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0
256.210681224,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
250.061052302,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0
247.57731219,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0
278.756216331,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0
275.681722034,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
220.044661219,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
258.170997361,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0
250.462699993,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
145.619131602,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0
279.02109778,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0
218.995067118,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0
247.912476291,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0
256.464165486,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0
276.04158004,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
283.453963133,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
240.577746229,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
279.739326842,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
243.860136039,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0
142.617872399,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0
240.652674563,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0
283.63336568,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
279.848446737,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
212.698327678,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
249.702040916,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
212.889127412,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0
250.067597515,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
210.087318981,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
210.509861513,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0
246.931471603,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
145.973291013,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0
247.314123982,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
245.237296116,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
284.556537814,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
241.750603562,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0
280.558871384,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0
212.61749446,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
210.181242627,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0
249.480642393,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
246.632192303,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0
245.340717418,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
284.620068962,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
212.916567469,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
249.737925717,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
241.863522519,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0
210.42143017,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0
280.882638297,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0
246.859083128,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0
283.736993272,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0
313.210965069,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0
280.199013378,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0
148.204393483,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0
309.103125833,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
283.963884099,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0
280.585464819,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0
313.321984496,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0
309.573156644,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
285.09790419,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0
314.454105056,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0
285.374182825,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0
314.593617449,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0
281.444052895,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0
142.659662084,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0
281.718432,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0
310.403251753,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
310.717521011,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
239.837775703,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0
267.852907584,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0
236.852559371,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0
264.578962518,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
239.924101225,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0
236.843908335,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0
267.933534513,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0
143.118295709,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0
264.3822579,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
240.212829959,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0
268.353330894,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0
240.242169545,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0
268.276296738,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0
237.161130036,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0
237.095493066,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0
264.798255219,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
264.728819187,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
152.351069963,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
419.014002978,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
345.832666257,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
424.651811403,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0
419.039543503,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0
362.616923415,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
293.367616155,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
146.130952098,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
362.781129713,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0
292.070236386,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
292.291428619,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
360.773325297,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
361.237657516,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0
469.038155564,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0
409.17443167,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0
463.507567503,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0
333.949199442,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
152.386108144,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0
331.987830394,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0
386.599350684,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0
383.712909971,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0
414.310763874,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0
469.209959987,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0
334.375541037,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0
386.894624631,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0
409.64256295,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0
332.233716531,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0
463.757252702,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0
155.131983553,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0
146.460417605,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
383.970193295,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0
408.313944063,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
333.060218868,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
404.747471201,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0
336.276125089,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
333.402981093,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0
408.778276281,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
404.767313133,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0
394.726597815,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0
448.461381339,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
394.987680201,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0
448.735760443,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0
391.313986975,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0
391.727031853,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0
444.754343172,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0
444.960339156,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0
286.170292663,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0
354.096473339,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
283.538389123,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
166.5842568,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0
351.103658881,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0
323.660285874,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0
321.005587959,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0
375.685491371,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
372.115219447,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0
286.222426625,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
354.367053381,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
324.109421843,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0
376.163120307,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0
283.807069634,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0
169.631104749,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
321.329354873,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0
351.343846425,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0
372.505469951,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0
426.509552858,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0
347.931648167,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0
420.581962789,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0
353.229440518,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0
348.158538993,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0
426.916899142,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0
169.706033084,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0
420.548617848,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0
292.904130557,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
362.235964276,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0
293.170911536,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0
362.535037285,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0
291.995101761,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0
292.347361642,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0
360.487342716,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0
360.868095564,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0
338.471983087,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
167.024948024,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0
410.134541516,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0
334.761145859,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
405.880438381,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0
285.933697891,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
283.372077002,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
353.630035298,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0
350.563139126,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0
338.900224214,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0
410.403222027,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
286.230871369,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0
170.053647282,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0
353.851227531,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
335.098209491,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0
283.557178143,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0
405.942069998,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
350.850814949,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
417.23604183,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0
471.591972037,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
411.479409563,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0
465.421241982,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0
417.449635938,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0
167.077081985,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0
411.846865693,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0
472.274750336,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0
465.642434214,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0
396.980288367,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0
450.652387364,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
397.338246842,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0
450.782402101,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0
393.512591125,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0
393.7546782,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0
446.428676727,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0
170.215954049,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0
446.830324418,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
334.269167293,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0
386.662881832,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
332.03236623,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0
383.385137703,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0
324.012545755,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0
320.903859898,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0
375.680639397,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
371.810241553,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0
334.602431863,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0
160.678614483,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0
386.904968907,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0
324.20524502,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0
375.825850384,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0
332.242161276,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0
321.119353536,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0
383.849469922,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0
372.128309874,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
425.680510661,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
347.281161897,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
160.802930628,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0
420.011256827,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
352.19904802,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
347.481459287,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
425.782032432,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
420.241946715,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1
294.067696526,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
363.699656165,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
294.627005301,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
364.063313233,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
293.578464112,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
161.110654673,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0
293.769263846,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
362.074504129,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
362.538836347,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1
413.947106806,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
469.150227901,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1
409.246613853,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1
463.566452968,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1
333.951098973,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
331.953638833,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1
386.728518802,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1
161.259664721,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0
383.788891217,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1
414.373448402,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1
469.217558111,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
334.305258385,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1
386.934514785,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
409.595074672,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1
332.250812311,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1
463.70406583,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1
384.015782042,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1
354.423398986,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
163.312211264,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
427.896210591,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
349.443674955,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
421.837552873,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1
354.591404346,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1
349.744647496,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1
428.238972816,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
422.013156357,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1
417.251238079,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
471.728738279,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1
417.500923279,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
163.734753798,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
472.016414101,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1
