$<obj,$InterTypeFields,$InterTypeConstructors,$AspectConstructors,$InterfaceMethods,$Advice,$ClassFields,$CodeFormatter,$AspectFields,$InterfaceFields,$InterTypeMethods,$Classes,$ClassMethods,$AspectMethods,$Interfaces,$ClassConstructors,$Pointcuts
4732.80933868,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0
4747.23866144,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
4716.49415136,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0
4796.9474243,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4765.79064785,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4978.10782568,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0
4718.96774955,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0
4778.15863879,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4844.70899078,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0
4790.70209701,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4884.0497627,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0
4953.19637653,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
4982.64275569,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
4806.1927516,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1
4795.64929338,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1
4854.42791627,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1
4817.49941071,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1
4777.50957334,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1
4864.2609772,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1
4815.26261162,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
4991.88808299,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
4770.08877877,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
4781.80770425,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
4777.09730697,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1
4778.09730697,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1
4794.17569519,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1
4730.03760957,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1
4810.2012798,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
4792.23702702,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
4775.74637243,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
4746.23866144,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
4805.42955069,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
4792.00022792,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0
4799.83328885,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
4800.42102249,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0
4933.64439011,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
4801.48235431,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
4979.58142387,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1
4873.39216904,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1
4830.34099984,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
4896.89135183,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1
4826.39380347,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
4830.69193438,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1
4936.1179883,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
4804.78048523,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
5005.55420484,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0
4947.60011469,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0
4782.9303679,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
4823.92020528,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1
4845.77032261,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
4858.72604718,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1
4848.89298625,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
4913.79427278,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
4842.05992532,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1
4766.37838149,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1
4999.95794301,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
5095.36694053,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1
4901.18948275,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
4845.70899078,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1
4755.13305419,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
4798.18422339,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
4809.31541524,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0
4784.75490063,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0
4791.58796156,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0
4833.81459803,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
4828.04286892,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0
4806.36821887,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
4771.38690969,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
4865.14684175,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
4804.54368614,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0
4817.49941071,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0
4782.69356881,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0
4791.52662974,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0
4767.20291422,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0
4740.99333415,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0
4794.47382611,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
4752.18585782,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
4805.36821887,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1
4761.01891875,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1
4777.33410607,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1
4817.91167708,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1
4798.9474243,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1
4715.43281954,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1
4792.17569519,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
4866.14684175,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
4772.15011059,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
4797.88609248,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
4801.00875612,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1
4790.46529791,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1
4784.69356881,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1
5000.07207846,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1
4858.19964537,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0
4821.68340618,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0
4769.32557787,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0
4764.55384876,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0
4811.37674707,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0
4793.41249429,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
4849.06845352,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0
4755.24718964,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
4991.12488208,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
4838.34952804,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
4773.62370878,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1
4774.62370878,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1
4771.15011059,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
4814.2012798,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1
4813.78901343,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
4749.23866144,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1
4717.38001591,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0
4992.53714844,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0
4756.30852147,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0
4773.38690969,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0
4709.72242225,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1
4782.86903608,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1
4788.64076518,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1
4888.99695908,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1
4815.67487798,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0
4765.55384876,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0
4810.49088251,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
4934.75852556,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
4831.10420075,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0
4792.9388961,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1
4743.8791987,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0
4766.72931603,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1
4813.85034525,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
4926.57453009,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
4854.0156499,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0
4804.71915341,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0
4804.9559525,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0
4943.65291831,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0
4758.95758692,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0
4780.98317152,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0
4769.50104514,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0
4848.83165443,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0
4781.21997062,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
4844.05992532,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
4850.06845352,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
4751.29999327,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0
4801.59648976,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
4745.29146506,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0
4797.12289157,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1
4777.09730697,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1
4810.90314888,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1
4771.08877877,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1
4844.29672442,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1
4819.32394344,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1
4750.47546054,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1
4725.50267956,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1
4835.63913076,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1
4759.54532056,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1
4823.44660709,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1
4771.67651241,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1
4778.09730697,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1
4733.33574049,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1
4767.55384876,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1
5135.88317972,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1
4799.48235431,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
4873.45350087,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
4894.0668191,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
4745.00186235,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
4898.18948275,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
4762.72931603,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0
4940.82838558,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
4761.66798421,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0
4900.66308094,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
4794.06155975,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
4743.35279689,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
4788.05303155,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
4815.91167708,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1
4914.61880551,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1
4828.04286892,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1
4720.20454864,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1
4821.09567255,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
4795.71062521,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
4756.54532056,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
4777.33410607,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
4795.29835884,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1
4789.28983064,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1
4784.34263427,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1
4792.35116247,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1
4956.90677381,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
4795.88609248,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
4767.43971331,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1
4768.02744695,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1
4711.37148771,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
4826.15700437,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1
4765.14158239,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
4741.40560051,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1
4706.89788952,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
4780.45676971,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
4950.72277834,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
4715.49415136,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
4896.3036182,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0
4747.23866144,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
4682.51284218,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0
4826.56927074,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
4774.27277424,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
4783.51810154,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
4766.20291422,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
4805.13141977,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
4886.17242635,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0
4909.84707641,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0
4720.61681501,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0
4846.53352351,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0
4749.53679236,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1
4807.84181705,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1
4837.52499531,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
4764.72931603,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
4684.98644037,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1
4825.74473801,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1
4758.95758692,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1
4781.39543789,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1
4782.28130244,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1
4688.87230492,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1
4838.93726168,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1
4785.10583517,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1
4774.62370878,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1
4750.06319417,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1
4778.9218397,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1
4743.23013324,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1
4815.32394344,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
4869.91857085,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
4758.60665238,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0
4806.60501796,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0
4907.84707641,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0
4804.13141977,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0
4743.94053052,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0
4791.52662974,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0
4751.18585782,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
4886.17242635,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
4797.12289157,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1
4750.71225963,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1
4846.59485534,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
4784.10583517,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1
4760.19438602,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
4818.49941071,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1
4822.09567255,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0
4673.03071579,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0
4815.26261162,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0
4802.65782158,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0
4921.62733371,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
4799.77195703,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1
4862.0241781,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
4928.16226373,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1
4757.95758692,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0
4800.18422339,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0
4843.47219169,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1
4940.1179883,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1
4779.98317152,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0
4776.03597515,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1
4792.11436337,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0
4755.59812418,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1
4759.84345148,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
4782.69356881,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
4782.28130244,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0
4801.83328885,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0
4797.53515794,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
4890.0582909,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
4784.51810154,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
4741.40560051,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
4812.37674707,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
4999.72114391,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
4810.07861615,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0
4755.42265691,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0
4769.26424604,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0
4762.43118511,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0
4763.66798421,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0
4757.65945601,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0
4737.75653505,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1
4778.33410607,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1
4788.22849882,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
4965.26623655,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
4769.67651241,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
4792.11436337,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
5010.2032703,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
4865.67324356,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
4750.71225963,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1
4776.03597515,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1
4791.70209701,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1
4824.85887345,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1
4794.17569519,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1
4715.60828681,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1
4884.22522997,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1
4919.03107188,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1
4868.91857085,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
4903.3121464,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
4741.29146506,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0
4854.0156499,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0
4713.66961863,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
4914.61880551,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0
4729.51120776,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
4718.55548318,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0
4848.89298625,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1
4777.33410607,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1
4696.94216495,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
4842.2353926,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
4812.37674707,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1
4742.46693234,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1
4763.49251694,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1
4752.12452599,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1
4827.86740165,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0
4753.42265691,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0
4814.85034525,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
4799.77195703,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
4796.71062521,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1
5241.30923364,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1
4958.90677381,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1
4721.20454864,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1
4767.85197968,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
4718.55548318,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
4813.37674707,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1
4703.88936132,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1
4804.71915341,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0
4748.82639508,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1
4906.72441276,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0
4763.43118511,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1
5190.6618026,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0
4892.76868818,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0
4746.82639508,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0
4794.00022792,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0
4927.39906282,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0
4777.9218397,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0
4758.95758692,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0
5018.86086396,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0
4826.80606983,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
4850.06845352,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
4871.91857085,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0
4828.39380347,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0
4866.14684175,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
4780.57090516,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
4844.05992532,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
5048.71950949,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
5030.465654,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1
4909.02254368,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1
5154.73329705,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1
4879.51483269,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1
4782.45676971,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1
4927.337731,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1
4824.27113982,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1
4843.41085987,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1
4875.62896814,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
5017.2117985,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
5035.35151855,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1
4875.97990268,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1
4871.68177176,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1
5133.64638062,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1
4848.35805624,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1
5011.79100394,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1
4910.73294096,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0
4803.30688704,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0
4776.9218397,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0
4846.35805624,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0
4714.66961863,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0
4861.19964537,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0
4732.57253958,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0
4848.18258897,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0
